 	 	project:	ALL	ALL	#ofBugs:	93016	#ofCommunityMembers:	75 - 4079						project:	adobe/brackets	2935735	#ofAssignments:	10462	#ofCommunityMembers:	864					project:	angular/angular.js	460078	#ofAssignments:	9658	#ofCommunityMembers:	2386					project:	elastic/elasticsearch	507775	#ofAssignments:	16184	#ofCommunityMembers:	1262					project:	fog/fog	203666	#ofAssignments:	1327	#ofCommunityMembers:	770					project:	html5rocks/www.html5rocks.com	5238231	#ofAssignments:	998	#ofCommunityMembers:	159					project:	julialang/julia	1644196	#ofAssignments:	12748	#ofCommunityMembers:	831					project:	khan/khan-exercises	1723225	#ofAssignments:	857	#ofCommunityMembers:	206					project:	lift/framework	1295197	#ofAssignments:	566	#ofCommunityMembers:	75					project:	rails/rails	8514	#ofAssignments:	11305	#ofCommunityMembers:	4079					project:	saltstack/salt	1390248	#ofAssignments:	15533	#ofCommunityMembers:	2283					project:	travis-ci/travis-ci	1420493	#ofAssignments:	6334	#ofCommunityMembers:	1159					project:	tryghost/ghost	9852918	#ofAssignments:	6142	#ofCommunityMembers:	473					project:	yui/yui3	85670	#ofAssignments:	902	#ofCommunityMembers:	175				
Experiment title	TIME	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
Original cases (just using bug information):																																																																																																																																																												
231- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_p[0.6]+mp_bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170920_232208	133.9Sec	0.60123	57.82119	46.1766	78.96293	85.65568	46.1766	41.15322	17.50608	76.0315	9.70186	83.84288	-	0.62753	60.88751	47.91882	83.01926	88.71402	47.91882	43.70211	18.17353	80.55757	9.9327	87.3861	0.57875	55.20159	44.68819	75.49757	83.0429	44.68819	38.97567	16.93587	72.16482	9.50464	80.81586																																																																																																																									
232- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_p[0.7]+mp_bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170920_232423	133.6Sec	0.60116	57.81314	46.16706	78.94862	85.64614	46.16706	41.14368	17.50417	76.02196	9.70042	83.83334	-	0.6275	60.88302	47.91882	82.99855	88.70367	47.91882	43.70211	18.16939	80.54204	9.93166	87.38093	0.57865	55.1905	44.6705	75.48872	83.03406	44.6705	38.95798	16.93587	72.1604	9.50287	80.80259																																																																																																																									
233- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_p[0.8]+mp_bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170920_232637	134.1Sec	0.60115	57.81194	46.16706	78.94862	85.64614	46.16706	41.14368	17.50322	76.01719	9.70042	83.83334	-	0.62749	60.88197	47.91882	82.9882	88.71402	47.91882	43.70211	18.16732	80.53168	9.9327	87.39128	0.57864	55.18917	44.6705	75.49757	83.02521	44.6705	38.95798	16.93587	72.1604	9.50199	80.79375																																																																																																																									
234- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_p[0.9]+mp_bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170920_232853	134.5Sec	0.60112	57.80915	46.16706	78.94385	85.64614	46.16706	41.14368	17.50227	76.01242	9.69995	83.83096	-	0.62744	60.87772	47.91882	82.9882	88.71402	47.91882	43.70211	18.16732	80.53168	9.9327	87.39128	0.57863	55.18764	44.6705	75.48872	83.02521	44.6705	38.95798	16.9341	72.15156	9.50111	80.78933																																																																																																																									
235- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_p[1.0]+mp_bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170920_233108	134Sec	0.60113	57.8111	46.16706	78.93431	85.6366	46.16706	41.14368	17.50036	76.00288	9.69804	83.81665	-	0.62746	60.88093	47.91882	82.97784	88.71402	47.91882	43.70211	18.16525	80.52133	9.93166	87.3861	0.57864	55.1885	44.6705	75.47988	83.00752	44.6705	38.95798	16.93233	72.14271	9.49845	80.76721																																																																																																																									
That was not good.																																																																																																																																																												
"Now, bC+pC:"																																																																																																																																																												
236- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_054117	145.4Sec	0.60144	57.84169	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91643	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21491	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
237- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_054344	141.1Sec	0.60144	57.84163	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91634	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21487	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
238- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_054607	139.2Sec	0.60144	57.84175	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91659	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21488	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
239- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_054827	138.2Sec	0.60144	57.84161	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91631	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21486	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
240- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_055046	137.7Sec	0.60145	57.84243	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62786	60.91627	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57888	55.21641	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
241- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_055305	135.5Sec	0.60144	57.84149	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62786	60.91601	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21488	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
242- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_055522	134.9Sec	0.60145	57.84252	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91648	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57888	55.2164	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
243- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_055738	136.3Sec	0.60145	57.84274	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62787	60.91699	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57888	55.21638	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
244- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_055955	136.4Sec	0.60144	57.84154	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62786	60.91619	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57886	55.21484	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
245- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulP) - 20170921_060213	135.1Sec	0.60145	57.84251	46.21953	78.96293	85.66045	46.21953	41.19059	17.50704	76.03389	9.70329	83.85163	-	0.62786	60.91636	47.9913	83.02961	88.70367	47.9913	43.76251	18.17561	80.56792	9.9327	87.38093	0.57888	55.21647	44.70588	75.48872	83.06059	44.70588	38.99337	16.93587	72.1604	9.5073	80.8365																																																																																																																									
The best is bC[0.1]+pC[0.8]																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"Now, check without the evidence of main project (tuning with angular):      first, check each evidence alone:"																																																																																																																																																												
246- (bTD - mp_bTDmL[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153234	16.7Sec	0.16621	15.23681	7.26859	24.98447	35.83558	7.26859	6.44889	5.13564	22.53054	3.72334	32.47394	-	0.16621	15.23681	7.26859	24.98447	35.83558	7.26859	6.44889	5.13564	22.53054	3.72334	32.47394	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
247- (bTD - mp_c[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153335	5.9Sec	0.18503	16.81737	8.5525	30.38931	41.68565	8.5525	7.19093	6.29944	27.33226	4.41396	38.47242	-	0.18503	16.81737	8.5525	30.38931	41.68565	8.5525	7.19093	6.29944	27.33226	4.41396	38.47242	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
248- (bTD - mp_p[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153351	4.5Sec	0.13279	12.36026	6.02609	18.20253	31.62145	6.02609	5.47732	3.7399	16.51136	3.29157	29.09246	-	0.13279	12.36026	6.02609	18.20253	31.62145	6.02609	5.47732	3.7399	16.51136	3.29157	29.09246	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
249- (bTD - mp_bC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153400	8.3Sec	0.1565	14.37	6.31601	24.44606	37.03665	6.31601	5.44626	5.0818	22.13019	3.9035	34.03051	-	0.1565	14.37	6.31601	24.44606	37.03665	6.31601	5.44626	5.0818	22.13019	3.9035	34.03051	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
250- (bTD - mp_cC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153413	4.7Sec	0.13461	12.16096	6.40919	21.96107	26.47546	6.40919	5.53082	4.56409	19.63139	2.79665	23.86709	-	0.13461	12.16096	6.40919	21.96107	26.47546	6.40919	5.53082	4.56409	19.63139	2.79665	23.86709	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
251- (bTD - mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_153423	5.3Sec	0.19189	17.78789	7.29965	33.49555	44.94719	7.29965	6.25906	6.98488	30.55929	4.74943	41.63215	-	0.19189	17.78789	7.29965	33.49555	44.94719	7.29965	6.25906	6.98488	30.55929	4.74943	41.63215	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"So the order of importance is: pC, c, b, bC, p and cC"																																																																																																																																																												
Now add them one by one:																																																																																																																																																												
252- (bTD - mp_c[0.1]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154135	6.6Sec	0.20529	18.99518	7.9416	35.61814	48.07414	7.9416	6.76296	7.42597	32.44633	5.08594	44.51146	-	0.20529	18.99518	7.9416	35.61814	48.07414	7.9416	6.76296	7.42597	32.44633	5.08594	44.51146	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
253- (bTD - mp_c[0.2]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154143	6.1Sec	0.20602	19.05981	7.9416	35.59743	48.12591	7.9416	6.74915	7.41976	32.41441	5.09008	44.56323	-	0.20602	19.05981	7.9416	35.59743	48.12591	7.9416	6.74915	7.41976	32.41441	5.09008	44.56323	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
254- (bTD - mp_c[0.3]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154152	6.6Sec	0.20632	19.1012	7.9416	35.69062	48.22945	7.9416	6.75261	7.46117	32.53693	5.117	44.76341	-	0.20632	19.1012	7.9416	35.69062	48.22945	7.9416	6.75261	7.46117	32.53693	5.117	44.76341	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
255- (bTD - mp_c[0.4]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154159	6.3Sec	0.2069	19.16512	7.96231	35.88735	48.41582	7.96231	6.7759	7.49845	32.73538	5.13667	44.93511	-	0.2069	19.16512	7.96231	35.88735	48.41582	7.96231	6.7759	7.49845	32.73538	5.13667	44.93511	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
256- (bTD - mp_c[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154207	6.7Sec	0.20756	19.22466	7.98302	36.09443	48.63326	7.98302	6.79661	7.53158	32.90105	5.15635	45.14824	-	0.20756	19.22466	7.98302	36.09443	48.63326	7.98302	6.79661	7.53158	32.90105	5.15635	45.14824	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
257- (bTD - mp_c[0.6]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154215	6Sec	0.20794	19.2582	8.01408	36.0116	48.7368	8.01408	6.8225	7.51087	32.82339	5.16774	45.25695	-	0.20794	19.2582	8.01408	36.0116	48.7368	8.01408	6.8225	7.51087	32.82339	5.16774	45.25695	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
258- (bTD - mp_c[0.7]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154222	5.6Sec	0.20775	19.2463	7.9416	35.99089	48.69538	7.9416	6.76037	7.50466	32.80786	5.16567	45.25523	-	0.20775	19.2463	7.9416	35.99089	48.69538	7.9416	6.76037	7.50466	32.80786	5.16567	45.25523	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
259- (bTD - mp_c[0.8]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154228	6.1Sec	0.20804	19.28539	7.9416	36.06337	48.90246	7.9416	6.73966	7.52537	32.8907	5.19466	45.43988	-	0.20804	19.28539	7.9416	36.06337	48.90246	7.9416	6.73966	7.52537	32.8907	5.19466	45.43988	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
260- (bTD - mp_c[0.9]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154235	5.4Sec	0.20836	19.29564	8.01408	36.06337	48.89211	8.01408	6.79489	7.51708	32.84928	5.19673	45.46749	-	0.20836	19.29564	8.01408	36.06337	48.89211	8.01408	6.79489	7.51708	32.84928	5.19673	45.46749	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
261- (bTD - mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_154242	6Sec	0.20891	19.33138	8.02444	36.06337	49.05778	8.02444	6.80179	7.51501	32.81908	5.20708	45.58225	-	0.20891	19.33138	8.02444	36.06337	49.05778	8.02444	6.80179	7.51501	32.81908	5.20708	45.58225	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"c=1.0, now try b (different weights):"																																																																																																																																																												
262- (bTD - mp_bTDmL[0.1]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_232949	23.7Sec	0.2075	19.24266	7.68275	36.38434	50.36239	7.68275	6.48167	7.5937	33.19787	5.3479	46.83509	-	0.2075	19.24266	7.68275	36.38434	50.36239	7.68275	6.48167	7.5937	33.19787	5.3479	46.83509	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
263- (bTD - mp_bTDmL[0.2]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233015	21.2Sec	0.20632	19.14878	7.62063	35.82522	49.57548	7.62063	6.45751	7.47981	32.74401	5.2661	46.06544	-	0.20632	19.14878	7.62063	35.82522	49.57548	7.62063	6.45751	7.47981	32.74401	5.2661	46.06544	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
264- (bTD - mp_bTDmL[0.3]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233038	17.9Sec	0.20559	19.08009	7.59992	35.23504	49.10955	7.59992	6.43681	7.34728	32.19093	5.20398	45.58742	-	0.20559	19.08009	7.59992	35.23504	49.10955	7.59992	6.43681	7.34728	32.19093	5.20398	45.58742	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
265- (bTD - mp_bTDmL[0.4]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233057	17.5Sec	0.20472	19.00144	7.61027	34.54131	48.32263	7.61027	6.47477	7.21267	31.58694	5.12218	44.79016	-	0.20472	19.00144	7.61027	34.54131	48.32263	7.61027	6.47477	7.21267	31.58694	5.12218	44.79016	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
266- (bTD - mp_bTDmL[0.5]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233115	17.4Sec	0.20403	18.95689	7.56885	34.47919	48.04307	7.56885	6.46097	7.20646	31.52827	5.09319	44.56927	-	0.20403	18.95689	7.56885	34.47919	48.04307	7.56885	6.46097	7.20646	31.52827	5.09319	44.56927	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
267- (bTD - mp_bTDmL[0.6]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233134	16.9Sec	0.20277	18.85008	7.52744	34.24104	47.63926	7.52744	6.46787	7.14434	31.3022	5.04452	44.11887	-	0.20277	18.85008	7.52744	34.24104	47.63926	7.52744	6.46787	7.14434	31.3022	5.04452	44.11887	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
268- (bTD - mp_bTDmL[0.7]+mp_c[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170921_233152	17.2Sec	0.20231	18.79107	7.52744	33.79582	47.56678	7.52744	6.44198	7.05322	30.88286	5.0352	44.0274	-	0.20231	18.79107	7.52744	33.79582	47.56678	7.52744	6.44198	7.05322	30.88286	5.0352	44.0274	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
